,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
899,,14x16,,11x12,,12x17,,,Automatic Gate,608 # B W 28th St,,,2.56,3.10,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,460229(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",granite,Harris County,77008,,14x16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER, Insulation - Batt","Patio/Deck, Controlled Subdivision Access, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Cement Board, Stone",,,"Cash Sale, Conventional, FHA, Investor, VA",,"Tile, Wood, Carpet",,"Slab, Slab on Builders Pier",,,,"Additional Parking, Auto Driveway Gate, Driveway Gate",2 / Attached,No,"Central Gas, Zoned",,,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,12x13,LT  4 BLK 1 TERRACES ON WEST 28TH STREET,Exclusive Right to Sell/Lease,425000,For Sale,20x16,,"Cleared, Corner","1,590 Sqft.148(m²)  /Appraisal District",92839446 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$488,398",,"6,600",$259.55,"1,908",1935,Yes,,,,$284 - $900 K,,No/$0,Electric Oven,http://www.har.com/608--b-w-28th-st/sale_92839446,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Living/Dining Combo, Living Area - 2nd Floor,","3,887",TX,,4,,Contemporary/Modern,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.53516,"$9,708/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,6x6,,,"Public Sewer, Public Water",2017   / Appraisal District,77008,5933372ee2bac83b34e52f65,,,
900,,14x16,,11x12,,12x17,,,Automatic Gate,606 #A W 28th St,,,2.56,3.10,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,450228(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",granite,Harris County,77008,,14x16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER, Insulation - Batt","Patio/Deck, Controlled Subdivision Access, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Cement Board, Stone",,,"Cash Sale, Conventional, FHA, Investor, VA",,"Tile, Wood, Carpet",,"Slab, Slab on Builders Pier",,,,"Additional Parking, Auto Driveway Gate, Driveway Gate",2 / Attached,No,"Central Gas, Zoned",,,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,12x13,LT 1 BLK 1 TERRACES ON WEST 28TH STREET,Exclusive Right to Sell/Lease,425000,For Sale,20x16,,"Cleared, Corner","1,590 Sqft.148(m²)  /Appraisal District",88074962 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$488,398",,"6,600",$259.55,"1,908",1935,Yes,,,,$284 - $900 K,,No/$0,Electric Oven,http://www.har.com/606-a-w-28th-st/sale_88074962,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Living/Dining Combo, Living Area - 2nd Floor,","3,887",TX,,4,,Contemporary/Modern,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.53516,"$9,708/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,6x6,,,"Public Sewer, Public Water",2017   / Appraisal District,77008,5933372ee2bac83b34e52f66,,,
901,,14x16,,10x12,,10x12,,,,1604 Sabine St,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Washer Connections",No,1.81,2.72,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,859266(m²)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,,,Yes,,Back Yard,Cement Board,,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Carpet",,Slab,,,,,2 / Attached,,Central Gas,,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",493F,,TRS 1A & 2D BLK 297 BAKER NSBB,Exclusive Right to Sell/Lease,425000,For Sale,,,On Street,"1,954 Sqft.182(m²)  /Appraisal District",75221194 (HAR),,No/$0,Washington East/Sabine,,,"Double Sinks, Master Bath + Separate Shower",,"$217,730",,"5,000",$183.97,"1,268",1930,Yes,,,,$127 - $383 K,,No/$0,Convection Oven,http://www.har.com/1604-sabine-st/sale_75221194,,,,,0.0,No,,Townhouse / Condo,,Electric Cooktop,Composition,"1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,",248,TX,,4,,Contemporary/Modern,Baker Nsbb View subdivision price trend,BAKER NSBB,2.52856,"$7,088/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2015   / Appraisal District,77007,5933372ee2bac83b34e52f67,,,
902,,11x12,,12x13,,,,,,1139 Nadine St,,,2.22,2.85,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,96089(m²)  /Appraisal District,,Houston,No,,,Window Units,,Harris County,77008,,,No,Yes,,,Wood,,,"Cash Sale, Conventional, Investor",,Wood,,Block & Beam,,,,,,No,Window Unit,,,,,,453S,,LT 2 BLK 4 STUDE SEC 1,Exclusive Agency to Sell/Lease,425000,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m²)  /Appraisal District",19552598 (HAR),,No/$0,Heights/Greater Heights,,,,,"$404,091",,"6,250",$273.56,"1,366",1928,No,,,,$193 - $986 K,,No/$0,,http://www.har.com/1139-nadine-st/sale_19552598,,,,,0.0,No,,Single Family,,,Composition,,492,TX,,1,,Traditional,Stude Sec 01 View subdivision price trend,STUDE,2.52856,"$5,184/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1928   / Appraisal District,77009,5933372ee2bac83b34e52f68,,,
903,,16x17,,14x12,,13x10,13x12,,Driveway Gate,511 Sue St,,No,1.62,2.76,,,,,,,,,,2 Full  Bath(s),,4 Bedroom(s),12x9,"2,805261(m²)  /Appraisal District",Attached Carport,Houston,No,Electric Dryer Connections,,Central Electric,Granite,Harris County,77009,12x14,10x13,No,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Wind Turbine","Back Yard, Covered Patio/Deck, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, VA, USDA Loan",1 / Gaslog Fireplace,Tile,,Slab,,36x14,,"Additional Parking, Driveway Gate, Double-Wide Driveway",2 / Detached,No,Central Gas,,,,,"Breakfast Bar, Wet Bar, Drapes/Curtains/Window Cover",453U,12x12,LT 31 & TRS 30 & 32A BLK 18 LINDALE PARK SEC 3,Exclusive Right to Sell/Lease,425000,For Sale,21x13,,Subdivision Lot,"10,600 Sqft.985(m²)  /Appraisal District",50918744 (HAR),,$ 50 / ANNUALLY,Northside,,,Master Bath Shower Only,,"$198,786",,"7,950",$178.15,"1,406",1940,No,,,,$148 - $275 K,,No/$0,Double Oven,http://www.har.com/511-sue-st/sale_50918744,,,,,0.0761,No,,Single Family,,Electric Cooktop,Composition,"Breakfast Room, Den, Formal Dining, Formal Living, Gameroom Down,","1,093",TX,,1,,Ranch,Lindale Park Sec 03 View subdivision price trend,LINDALE PARK,2.53516,"$6,837/2015",,,,,,,,,,,,,,Utility Rm In House,21x9,,,Public Sewer,1955   / Appraisal District,77009,5933372ee2bac83b34e52f69,,,
904,,16x14,,13x13,,13x12,,,Driveway Gate,3009B Bell St,,No,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,382221(m²)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections",,"Central Gas, Zoned",Granite & Quartz,Harris County,,,15x13,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Energy Star/Reflective Roof, HVAC>13 SEER","Controlled Subdivision Access, Back Yard, Covered Patio/Deck, Back Yard Fenced","Brick Veneer, Cement Board",,23x14,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,Auto Driveway Gate,2 / Attached,No,"Central Gas, Zoned",107,321,,,"Alarm System - Owned, Breakfast Bar, Prewired for Alarm System, Fire/Smoke Alarm",493V,15x13,LT 2 BLK 1,Exclusive Right to Sell/Lease,425000,For Sale,,,Subdivision Lot,"1,507 Sqft.140(m²)  /Appraisal District",89421893 (HAR),,No/$0,East End Revitalized,East End Revitalized,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/3009b-bell-st/sale_89421893,,,,,0.0556,No,,Single Family,,Gas Range,Composition,,,TX,,4,,Traditional,Samir Place,,2.66016,,,,,,,,,,,,,,,Utility Room 3rd Floor,5x4,,,Public Sewer,2017   / Builder,77003,5933372ee2bac83b34e52f6a,,,
905,,15X13,,12X10,,12X10,,,,814 Cohn St,"Electric Dryer Connection, Gas Dryer Connections, Washer Included, Dryer Included, Full Size, Refrigerator",Yes,3.60,3.00,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),11X11,"2,622244(m²)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Granite,Harris County,77007,,14X11,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, North/South Exposure","Patio/Deck, Fenced, Side Green Space, Front Green Space, Side Yard","Cement Board, Stucco",12x11,,"Cash Sale, Conventional, FHA, Investor, VA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Pier & Beam,North,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover, Open Ceiling",492G,12X10,LT 5 BLK 1 PARK AT ROSE,Exclusive Right to Sell/Lease,425000,For Sale,20X17,,"On Street, On Corner","1,776 Sqft.165(m²)  /Appraisal District",67765318 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$379,000",$0.00,"1,634",,"2,184",2002,Yes,,,,$364 - $423 K,,No/$0,Electric Oven,http://www.har.com/814-cohn-st/sale_67765318,Auto Garage Door Opener,,,,0.0319,No,,Townhouse / Condo,,Gas Cooktop,Composition,"1 Living Area, Breakfast Room, Formal Dining, Study/Library, Living Area - 2nd Floor,",5,TX,,3,12X11,Traditional,Rice Military View subdivision price trend,PARK AT ROSE,2.53516,"$9,912/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2002   / Appraisal District,77007,5933372ee2bac83b34e52f6b,,,
906,,1x1,,1x1,,1x1,,,Driveway Gate,402 Schwartz,,No,1.25,2.90,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,,,Houston,,,,No Cooling/Vent,,Harris County,77020,,,,,,,Other,,,"Cash Sale, Conventional",,,,Other,,,,,,No,No Heating,,,,,,,,Lot 5 Block 10,Exclusive Right to Sell/Lease,425000,For Sale,,,Cleared,,40341941 (HAR),,No/$0,Denver Harbor,,,,,"$75,933",$0.00,"5,654",,"1,214",1950,,,,,$60 - $99 K,,No/$0,,http://www.har.com/402-schwartz/sale_40341941,,,,,0.4333,No,,Single Family,,,Composition,,126,TX,,1,,Traditional,Barnes & Wetmore View subdivision price trend,DENVER HARBOR,,,,,,,,,,,,,,,,,,,,Public Water,1940   / Appraisal District,77020,5933372ee2bac83b34e52f6c,,,
907,,,,,,,,,,111 E 27th St,,,2.34,2.98,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,91285(m²)  /Appraisal District,,Houston,,,,Window Units,,Harris County,77008,,,,,,,Wood,,,Cash Sale,,,,Block & Beam,,,,,,No,Space Heater,,,,,,453S,,LTS 25 & 26 BLK 16 SUNSET HEIGHTS,Exclusive Right to Sell/Lease,425000,For Sale,,,Subdivision Lot,"6,000 Sqft.557(m²)  /Appraisal District",52865238 (HAR),,No/$0,Heights/Greater Heights,,,,,"$386,881",,"6,000",$262.12,"1,517",1940,,,,,$233 - $729 K,,No/$0,,http://www.har.com/111-e-27th-st/sale_52865238,,,,,0.0,No,,Single Family,,,Composition,,388,TX,,1,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS AMENDING NO 3,2.55896,"$5,970/2014",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1920   / Appraisal District,77008,5933372ee2bac83b34e52f6d,,,
908,,10X10,,10X10,,10X10,,,,906 Dorothy St,,,2.28,2.80,,,,,,,,,,1 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,658154(m²)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77007,,,No,No,,"Fully Fenced, Back Yard, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, Investor, VA",,Tile,,Slab,,,,,1 / Attached,No,Central Gas,,,,,,492D,,LT 21 BLK 2 HARDING HEIGHTS EXTN,Exclusive Right to Sell/Lease,425000,For Sale,,,Cleared,"4,500 Sqft.418(m²)  /Appraisal District",92591413 (HAR),,No/$0,Heights/Greater Heights,,,,,"$328,683",,"4,500",$210.88,"1,333",1953,Yes,,,,$146 - $596 K,,No/$0,Gas Oven,http://www.har.com/906-dorothy-st/sale_92591413,,,,,0.0556,No,,Single Family,,Gas Range,Composition,"Formal Dining, Formal Living",90,TX,,1,,Other Style,Harding Heights Ext View subdivision price trend,HARDING HEIGHTS,2.55896,"$4,232/2013",,,,,,,,,,,,,,,,,,Public Sewer,1920   / Appraisal District,77008,5933372ee2bac83b34e52f6e,,,
909,,15x15,,12x12,,16x11,,,Driveway Gate,5648 Larkin St,,No,2.99,2.95,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,486231(m²)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,12x16,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt",,"Cement Board, Stucco",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,Wood,,Slab,East,,,,2 / Attached,,Central Gas,,,,,High Ceiling,492B,12x11,LT 2 BLK 1 LARKIN WOODS,Exclusive Right to Sell/Lease,425000,For Sale,15x21,,,"1,750 Sqft.163(m²)  /Appraisal District",54499874 (HAR),Grounds,$ 50 / MONTHLY,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower",,"$363,000",,"2,688",$170.68,"2,283",2007,Yes,,,,$194 - $486 K,,No/$0,Electric Oven,http://www.har.com/5648-larkin-st/sale_54499874,Auto Garage Door Opener,,,,0.0116,No,,Townhouse / Condo,,Gas Range,Composition,,"1,149",TX,,4,,Contemporary/Modern,Larkin Woods View subdivision price trend,COTTAGE GROVE,2.53516,"$7,808/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2015   / Appraisal District,77007,5933372ee2bac83b34e52f6f,,,
910,,12x12,,13x11,,,,,,1109 E 14th St,,No,1.43,2.46,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,272118(m²)  /Appraisal District",,Houston,,,,Central Electric,GRANITE,Harris County,77009,,14x8,Yes,Yes,,,Wood,16x12,,,,"Tile, Wood",,Pier & Beam,,,,,1 / Attached,No,Central Gas,,,,,"Breakfast Bar, Dryer Included, Refrigerator Included, Washer Included",453W,9x8,LT 18 BLK 117 NORTH NORHILL,Exclusive Agency to Sell/Lease,426000,For Sale,14x10,,Subdivision Lot,"5,000 Sqft.465(m²)  /Appraisal District",26283608 (HAR),,No/$0,Heights/Greater Heights,,,,,"$366,857",,"5,000",$334.60,"1,185",1928,Yes,,,,$280 - $482 K,,No/$0,Freestanding Oven,http://www.har.com/1109-e-14th-st/sale_26283608,,,,,0.0,No,,Single Family,,Gas Range,Composition,,530,TX,,1,,Traditional,North Norhill View subdivision price trend,NORTH NORHILL,2.55896,"$9,357/2014",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1920   / Appraisal District,77009,5933372ee2bac83b34e52f70,,,
911,,12x15,,14x11,,12x12,,,,2644 Fountain Key Blv,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,985184(m²)  /Builder",,Houston,No,,,"Central Electric, Zoned",Granite,Harris County,,,14x13,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Blown Fiberglass",,"Cement Board, Stone",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,,"Central Gas, Zoned",245,942,,,"Alarm System - Owned, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,,LT 28 BLK 1 SHADY ACRES 10TH PAR R/P,Exclusive Right to Sell/Lease,427000,For Sale,11x13,,,"1,478 Sqft.137(m²)  /Appraisal District",11685334 (HAR),Other,$ 2050 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/2644-fountain-key-blv/sale_11685334,,,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Formal Dining, Guest Suite,",,TX,,3,,Traditional,Fountain Park,,2.53516,"$1,628/2015",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77008,5933372ee2bac83b34e52f71,,,
912,,13x18,,14x16,,14x16,,,,2820 Princeton St,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,604242(m²)  /Appraisal District",,Houston,No,Washer Connections,,Central Electric,quartz,Harris County,,,17x11,Yes,Yes,Ceiling Fans,,Stucco,,,,,,,Slab,,,,,2 / Attached,Yes,Central Gas,245,942,,,,,17x11,"LOT 5,BLOCK 1, HEIGHTS ENCLAVE",Exclusive Agency to Sell/Lease,427500,For Sale,18x18,,Patio Lot,"1,751 Sqft.163(m²)  /Appraisal District",34601364 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,Master Bath + Separate Shower,,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/2820-princeton-st/sale_34601364,,,,,0.0,No,,Single Family,,Electric Range,Composition,1 Living Area,,TX,,3,,Mediterranean,Sunset Heights,,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,Public Water,2016   / Appraisal District,77009,5933372ee2bac83b34e52f72,,,
913,,16x14,,12x11,,11x11,,,,905 Detering St,"Washer Included, Dryer Included, Refrigerator",Yes,2.55,2.80,"$2,668",$1.49,"$522,233",,$215.75,,"2,412",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),10x8,"2,169202(m²)  /Appraisal",,Houston,No,,,Central Electric,,Harris County,,,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Sprinkler System, Fenced, Side Yard, Back Yard, Back Green Space","Cement Board, Stucco",,,"Cash Sale, Conventional, VA",1 / Gas Connections,"Wood, Carpet, Slate",,Slab,East,,,,2 / Attached,,Central Gas,207,427,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Refrigerator Included, Tile",492G,10x9,LT 3 BLK 1 PARK AT LILLIAN,Exclusive Agency to Sell/Lease,427500,For Sale,20x24,,On Corner,"2,169 Sqft.202(m²)  /Appraisal District",11857373 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/905-detering-st/sale_11857373,"Additional Parking, Auto Garage Door Opener",,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,"Breakfast Room, Den, Living Area - 2nd Floor,",,TX,,3,,Traditional,Park At Lillian,,2.52856,"$9,963/2016",,,,,,,,,,,,,,,,,,Public Water,2003   / Appraisal District,77007,5933372ee2bac83b34e52f73,,,
914,,19x15,,22x18,,,,,,176 Reinicke St,"Electric Dryer Connection, Gas Dryer Connections",No,3.00,2.00,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),11x10,"2,347218(m²)  /Appraisal District",,Houston,No,,,Central Electric,,Harris County,77007,18x16,17x16,Yes,Yes,"Ceiling Fans, HVAC>13 SEER, Insulation - Blown Fiberglass","Patio/Deck, Balcony, Fenced, Back Yard","Brick Veneer, Stucco",,,,1 / Gaslog Fireplace,"Wood, Carpet",,Slab,West,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover, Open Ceiling",492L,12x11,TR 12A RICE MILITARY PLACE,Exclusive Right to Sell/Lease,427950,For Sale,,Yes,On Street,"2,595 Sqft.241(m²)  /Appraisal District",69044570 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$375,000",$0.00,"2,511",,"2,347",1998,Yes,,,,$372 - $391 K,,No/$0,Convection Oven,http://www.har.com/176-reinicke-st/sale_69044570,Auto Garage Door Opener,,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Breakfast Room, Formal Dining, Formal Living, Loft, Study/Library, Living Area - 2nd Floor,",7,TX,,3,14x7,Contemporary/Modern,Rice Military Place View subdivision price trend,RICE MILITARY PLACE,2.52856,"$9,483/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1999   / Appraisal District,77007,5933372ee2bac83b34e52f74,,,
915,,17X14,,12X10,,12X10,,,,1406 Asbury St,,,2.74,2.80,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"2,340217(m²)  /Appraisal District",,Houston,No,,,Central Electric,GRANITE,Harris County,77007,,,Yes,Yes,Ceiling Fans,Back Yard Fenced,Stucco,,,"Cash Sale, Conventional, FHA, VA",,"Concrete, Wood",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Dryer Included, High Ceiling, Island Kitchen, Refrigerator Included, Washer Included",492G,,LT 20 BLK 9 WOODCREST,Exclusive Right to Sell/Lease,429000,For Sale,,,Patio Lot,"2,500 Sqft.232(m²)  /Appraisal District",89206144 (HAR),,No/$0,Rice Military/Washington Corridor,,,Double Sinks,,"$397,733",,"2,725",$198.25,"2,294",2005,Yes,,,,$302 - $600 K,,No/$0,Electric Oven,http://www.har.com/1406-asbury-st/sale_89206144,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,170,TX,,2,,Traditional,Woodcrest View subdivision price trend,WOODCREST,2.52856,"$9,232/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2005   / Appraisal District,77007,5933372ee2bac83b34e52f75,,,
916,,18x14,,12x11,,11x11,,,,4006D Feagan St,,No,2.55,2.80,"$2,668",$1.49,"$522,233",,$215.75,,"2,412",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,273211(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,,,14x10,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC",,"Brick Veneer, Cement Board, Stucco",,,,1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,207,427,,,"Alarm System - Owned, Dryer Included, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Washer Included",492M,14x14,LT 4 BLK 1 FEAGAN STREET GARDENS,Exclusive Right to Sell/Lease,429000,For Sale,21x15,,Patio Lot,"1,892 Sqft.176(m²)  /Appraisal District",50490327 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,,http://www.har.com/4006d-feagan-st/sale_50490327,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,,,TX,,3,,Contemporary/Modern,Rice Military,,2.55896,"$10,539/2014",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2007   / Appraisal District,77007,5933372ee2bac83b34e52f76,,,
