1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
,13X11,,12X11,,14X10,,,,302 E Payne St,,,1.84,2.87,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,430133(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections",Automatic Gate,Central Electric,Quartz,Harris County,77009,,14X9,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Batt, Insulation - Spray-Foam","Fully Fenced, Storage Shed, Screened Porch, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Pier & Beam,North,,,Auto Driveway Gate,,No,Central Gas,,,,,"High Ceiling, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",493C,14X12,TR 15 BLK 1 HIGHLAND,Exclusive Right to Sell/Lease,510000,For Sale,14X13,,Subdivision Lot,"4,896 Sqft.455(m_)  /Appraisal District",6060697 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath Shower Only",,"$421,224",,"6,250",$297.98,"1,384",1920,Yes,,,,$307 - $677 K,,No/$0,Gas Oven,http://www.har.com/302-e-payne-st/sale_6060697,,,,,0,No,,Single Family,,Gas Range,Composition,"Formal Dining, Sun Room, Family Room, Guest Suite,",120,TX,,1,,Traditional,Highland View subdivision price trend,WOODLAND HEIGHTS ANNEX,2.52856,"$4,975/2016",,,,,,,,,,,,,,Utility Rm in House,8X6,,,Public Sewer,1920   / Appraisal District,77009,5996309fe2bac826b0852bc5,,,
,22x17,,15x11,,17x13,,,,2708 Arabelle Grv,,Yes,2.99,2.95,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,674248(m_)  /Appraisal District",,Houston,No,,Automatic Gate,"Central Electric, Zoned",Granite,Harris County,77007,,20x9,Yes,Yes,"Attic Fan, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Fully Fenced, Patio/Deck, Controlled Subdivision Access, Sprinkler System, Covered Patio/Deck, Back Yard Fenced","Brick Veneer, Stucco",10x7,,,1 / Gaslog Fireplace,,,Slab,,,,,2 / Attached,Yes,"Central Gas, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Washer Included, Drapes/Curtains/Window Cover",492B,20x13,LT 12 BLK 2 COTTAGE GROVE SEC 8 R/P,Exclusive Agency to Sell/Lease,510000,For Sale,22x16,,"Corner, Water View","1,812 Sqft.168(m_)  /Appraisal District",41518368 (HAR),,$ 1989 / ANNUALLY,Cottage Grove,,,,,"$363,000",,"2,688",$170.68,"2,283",2007,Yes,,,,$194 - $486 K,,Yes/$250,"Convection Oven, Electric Oven",http://www.har.com/2708-arabelle-grv/sale_41518368,,,,,0,No,,Single Family,,Gas Cooktop,Composition,,"1,149",TX,,3,,Traditional,Cottage Grove Sec 8 Rep 1 View subdivision price trend,COTTAGE GROVE,2.52856,"$11,631/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,,,"Lakefront, Lake View","Public Sewer, Public Water",2013   / Appraisal District,77007,5996309fe2bac826b0852bc6,,,
,13x12,,13x8,,12x12,,,,247 W 28th St,,No,2.56,3.1,,,,,,,,,,1 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,474137(m_)  /Appraisal District",Attached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Window Units,Tile,Harris County,77008,13x12,,No,No,,"Fully Fenced, Storage Shed, Back Yard, Covered Patio/Deck, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional",,"Wood, Carpet, Vinyl",,Slab,South,,,"Additional Parking, Single-Wide Driveway",1 / Attached,No,Central Gas,,,,,Drapes/Curtains/Window Cover,452R,12x12,LTS 28 & 29 BLK 14 HOUSTON HEIGHTS,Exclusive Right to Sell/Lease,530000,For Sale,19x14,,Subdivision Lot,"6,550 Sqft.608(m_)  /Appraisal District",87874314 (HAR),,No/$0,Heights/Greater Heights,,,,,"$488,398",,"6,600",$259.55,"1,908",1935,No,,,,$284 - $900 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/247-w-28th-st/sale_87874314,,,,,0,No,,Single Family,,"Freestanding Range, Gas Cooktop",Composition,"1 Living Area, Kitchen/Dining Combo","3,887",TX,,1,,Ranch,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.52856,"$6,656/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1957   / Appraisal District,77008,5996309fe2bac826b0852bc7,,,
,14x13,,12x11,,10x10,,,,709 Waverly St,,Yes,2.56,3.1,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,854172(m_)  /Appraisal District",,Houston,No,,Driveway Gate,Central Electric,Granite,Harris County,77008,,13x11,Yes,Yes,Ceiling Fans,,Cement Board,,,"Cash Sale, Conventional, VA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Block & Beam,East,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Detached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Island Kitchen",492D,13x12,LT 14 BLK 267 HOUSTON HEIGHTS R/P,Exclusive Right to Sell/Lease,550000,For Sale,14x13,,Greenbelt,"4,356 Sqft.405(m_)  /Appraisal District",43250276 (HAR),,No/$0,Heights/Greater Heights,,,,,"$488,398",,"6,600",$259.55,"1,908",1935,Yes,,,,$284 - $900 K,,No/$0,,http://www.har.com/709-waverly-st/sale_43250276,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Formal Dining,","3,887",TX,,2,,Traditional,Ten Twelve Heights Blvd Pati View subdivision price trend,HOUSTON HEIGHTS,2.52856,"$11,914/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2001   / Appraisal District,77007,5996309fe2bac826b0852bc8,,,
,13x13,,15x10,,13x12,,,,1915 Tyler,,No,1.69,2.71,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"2,058191(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009,,,Yes,Yes,Ceiling Fans,,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,,,Slab,East,,,Single-Wide Driveway,1 / Attached,No,Central Gas,,,,,"High Ceiling, Island Kitchen",,,Corner of Tyler and Louise,Exclusive Agency to Sell/Lease,550000,For Sale,,,Corner,,79633164 (HAR),,No/$0,Missouri City Area,,,,,"$238,409",,"5,000",$236.32,"1,204",1926,Yes,,,,$154 - $445 K,Completed but never lived in,No/$0,,http://www.har.com/1915-tyler/sale_79633164,,,,,0,No,,Single Family,,Gas Range,Composition,"Kitchen/Dining Combo, Living Area - 2nd Floor",803,TX,,2,,Contemporary/Modern,Pineridge View subdivision price trend,BROOKE SMITH,,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2017   / Builder,77009,5996309fe2bac826b0852bc9,,,
,,,,,,,,,309 Morris St,,No,1.52,3.07,,,,,,,,,,1 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,080100(m_)  /Appraisal District",,Houston,,,,Window Units,,Harris County,77009,,,,,,,Aluminum,,,"Cash Sale, Conventional, Investor",,,,Other,,,,,,No,Window Unit,,,,,,493C,,TRS 7 & 8 BLK 2 DEPENBROCK ALLEN SEC 62,Exclusive Right to Sell/Lease,174900,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",38067041 (HAR),,No/$0,Northside,,,,,"$130,000",,"5,000",$217.95,"1,318",1930,,,,,$94 - $241 K,,No/$0,,http://www.har.com/309-morris-st/sale_38067041,,,,,0,No,,Single Family,,,Composition,,45,TX,,1,,Contemporary/Modern,Depenbrock Allen Sec 62 View subdivision price trend,DEPENBROCK ALLEN,2.52856,"$2,611/2016",,,,,,,,,,,,,,,,,,Public Sewer,1980   / Appraisal District,77009,599781e3e2bac857a024b6a4,,,
,14x15,,11x12,,11x13,,,,2008 Live Oak St,,,2.67,3.83,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,647153(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections",,"Central Electric, Zoned",Granite or Quartz,Harris County,77003,,10x12,Yes,Yes,"Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, HVAC>13 SEER, Insulation - Batt, Insulation - Blown Fiberglass",,Cement Board,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Carpet",,Slab,,,,,2 / Attached,Yes,"Central Gas, Zoned",,,,,"Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",493V,11x10,LT 22 BLK 1 Coleman Crossing,Exclusive Right to Sell/Lease,200000,For Sale,14x19,,Subdivision Lot,,69590324 (HAR),,$ 100 / MONTHLY,University Area,,,Double Sinks,,"$181,370",$0.00,"5,000",,"1,551",1940,Yes,,,,$98 - $436 K,Unfinished - Under Construction,Yes/$150 One Time,Gas Oven,http://www.har.com/2008-live-oak-st/sale_69590324,,,,,0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"Kitchen/Dining Combo, Living/Dining Combo",34,TX,,2,,Contemporary/Modern,EaDo View subdivision price trend,SSBB,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Appraisal District,77003,599781e3e2bac857a024b6a5,,,
,14X13,,11X10,,,,,,323 Plaza Del Sol Park,,No,2.02,2.82,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),,"1,350125(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,,Harris County,77020,,,Yes,Yes,Ceiling Fans,,Brick & Wood,,,"Cash Sale, Conventional, FHA, Investor, VA",,"Wood, Carpet",,Slab,,14X11,,,1 / Attached,Yes,Central Electric,,,,,,494J,14X13,LT 15 BLK 1 PLAZA DEL SOL,Exclusive Right to Sell/Lease,230000,For Sale,15X14,,Subdivision Lot,"1,400 Sqft.130(m_)  /Appraisal District",50202024 (HAR),,$ 800 / ANNUALLY,Denver Harbor,,,Tub with Shower,,"$196,059",$0.00,"1,400",,"1,350",2002,Yes,,,,$183 - $216 K,,No/$200/Transfer Fee,Electric Oven,http://www.har.com/323-plaza-del-sol-park/sale_50202024,,Auto Garage Door Opener,,,0,No,,Single Family,,Electric Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo,",49,TX,,2,,Traditional,Plaza Del Sol View subdivision price trend,PLAZA DEL SOL,2.52856,"$4,651/2017",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2002   / Appraisal District,77020,599781e3e2bac857a024b6a6,,,
,12x10,,12x10,,11x8,,,,4801 Avenue H,,No,1.49,2.77,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,120104(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Quartz,Harris County,77011,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances","Fully Fenced, Patio/Deck, Storage Shed, Back Yard, Porch, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional",,"Tile, Wood",,Pier & Beam,,,,Single-Wide Driveway,,No,Central Electric,,,,,"Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",494P,12x10,LT 1 BLK 29 ENGEL,Exclusive Right to Sell/Lease,260000,For Sale,15x12,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",26265042 (HAR),,No/$0,East End Revitalized,,,No Master,,"$79,810",,"5,000",$53.11,"1,076",1930,Yes,,,,$59 - $113 K,,No/$0,"Convection Oven, Gas Oven",http://www.har.com/4801-avenue-h/sale_26265042,,,,,0,No,,Single Family,,Gas Cooktop,Composition,Living/Dining Combo,118,TX,,1,,"Ranch, Traditional",Engel View subdivision price trend,ENGEL,2.67856,"$2,241/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1930   / Appraisal District,77011,599781e3e2bac857a024b6a7,,,
,13X12,,13X12,,11X10,,,,9802 Pine Lake Dr,,Yes,2.11,3.11,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,426132(m_)  /Appraisal District",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Silestone,Harris County,77055,15X11,8X6,Yes,Yes,Attic Fan,"Patio/Deck, Sprinkler System, Back Yard Fenced",Brick Veneer,,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,South,,,,2 / Attached,No,Central Gas,,,,,,450X,10X9,LT 17 BLK 7 SPRING BRANCH WOODS SEC 1,Exclusive Right to Sell/Lease,299999,For Sale,16X13,,Subdivision Lot,"8,400 Sqft.780(m_)  /Appraisal District",15317649 (HAR),,No/$0,Spring Branch,,,Master Bath Shower Only,,"$227,721",,"8,470",$160.14,"1,822",1958,No,,,,$167 - $338 K,,No/$0,Electric Oven,http://www.har.com/9802-pine-lake-dr/sale_15317649,,,,,0,No,,Single Family,,Electric Range,Composition,"1 Living Area, Breakfast Room, Den, Formal Dining, Formal Living, Kitchen/Dining Combo, Living/Dining Combo,",316,TX,,1,,Traditional,Spring Branch Woods View subdivision price trend,SPRING BRANCH WOODS,2.6161,"$7,837/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1966   / Appraisal District,77055,599781e3e2bac857a024b6a8,,,
,14x13,,11x10,,,,,,4414 Koehler St  A,"Washer Included, Dryer Included, Refrigerator",No,3.32,2.73,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,418132(m_)  /Appraisal District",,Houston,No,,Driveway Gate,Central Electric,,Harris County,77007,,14x10,Yes,Yes,,,Stucco,12x5,,,,"Wood, Carpet",,Slab,West,,,,1 / Attached,,Central Gas,,,,,,492H,16x11,LT 23 BLK 1 UPPER WEST END SEC 2,Exclusive Agency to Sell/Lease,305000,For Sale,17x14,,,,10670675 (HAR),Other,$ 55 / MONTHLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$320,003",,"1,684",$186.35,"1,838",2005,Yes,,,,$260 - $409 K,,No/$0,Gas Oven,http://www.har.com/4414-koehler-st--a/sale_10670675,,Auto Garage Door Opener,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Living Area - 1st Floor",150,TX,,2,,Contemporary/Modern,Upper West End View subdivision price trend,UPPER WEST END,,,A,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2005   / Appraisal District,77007,599781e3e2bac857a024b6a9,,,
,15x13,,13x11,,13x12,,,,3309 Baer St,,No,1.31,2.63,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,996185(m_)  /Builder",,Houston,No,,,Central Electric,"Granite, Marble",Harris County,77020,,12x7,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Fenced, Side Yard",Cement Board,,,"Cash Sale, Conventional, FHA, Investor, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Tile",,12x12,LT 1 BLK 1 MANORS ON BAER STREET,Exclusive Right to Sell/Lease,318000,For Sale,20x16,,,"1,725 Sqft.160(m_)  /Appraisal District",62314143 (HAR),,No/$0,Denver Harbor,,,"Double Sinks, Master Bath + Separate Shower",,"$78,302",$0.00,"3,200",,920,1930,Yes,,,,$43 - $104 K,Completed but never lived in,No/$0,Electric Oven,http://www.har.com/3309-baer-st/sale_62314143,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,Living Area - 2nd Floor,35,TX,,3,,Contemporary/Modern,Manors on Baer St View subdivision price trend,SWINEY,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77020,599781e3e2bac857a024b6aa,,,
,12x12,,10x11,,14x14,,,,4308 Garrow St,,No,1.52,2.95,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),12x12,"1,463136(m_)  /Appraisal District",Attached Carport,Houston,Yes,"Gas Dryer Connections, Washer Connections",Automatic Gate,Central Electric,Granite,Harris County,77003,,13x12,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC","Fully Fenced, Back Yard, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, VA",1 / Wood Burning Fireplace,"Laminate, Tile, Wood",,Block & Beam,,,,"Additional Parking, Porte-Cochere, Single-Wide Driveway",,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm",494T,12x13,LT 8 BLK 6 BRADY PLACE,Exclusive Right to Sell/Lease,319900,For Sale,12x12,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",18337146 (HAR),,No/$0,East End Revitalized,,,"Master Bath + Separate Shower, Master Bath Shower Only",,"$105,894",,"5,000",$143.91,"1,303",1935,Yes,,,,$79 - $157 K,,No/$0,Gas Oven,http://www.har.com/4308-garrow-st/sale_18337146,,,,,0,No,,Single Family,,Gas Range,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Family Room,",190,TX,,1,,Traditional,Brady Place View subdivision price trend,BRADY PLACE,2.67856,"$5,761/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1924   / Appraisal District,77003,599781e3e2bac857a024b6ab,,,
,16X11,,13x10,,12X10,11x10,,,1219 W 30th,,No,1.56,2.92,,,,,,,,,,2 Full  Bath(s),,4 Bedroom(s),,"1,424132(m_)  /Seller",,Houston,No,,,Central Electric,,Harris County,77018,,11x9,Yes,Yes,,,"Brick Veneer, Stone",,,,,,,Slab,,,,,,No,Central Gas,,,,,,452Q,14x9,Lot 179 BLK10,Exclusive Right to Sell/Lease,320000,For Sale,19x11,,Subdivision Lot,"6,820 Sqft.634(m_)  /Appraisal District",56357053 (HAR),,$ 20 / ANNUALLY,Oak Forest East Area,,,,,"$212,152",,"7,344",$191.40,"1,305",1955,Yes,,,,$172 - $285 K,,No/$0,,http://www.har.com/1219-w-30th/sale_56357053,,,,,0,No,,Single Family,,,Composition,,916,TX,,1,,Traditional,Shepherd Forest View subdivision price trend,SHEPHERD FOREST,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1955   / Appraisal District,77018,599781e3e2bac857a024b6ac,,,
,13X11,,13X10,,13X12,,,,4401 Brookwoods Dr,,No,2.23,2.99,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,446134(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77092,,13X10,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Tankless/On-Demand H2O Heater","Fully Fenced, Patio/Deck, Back Yard, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,Double-Wide Driveway,2 / Detached,No,Central Gas,,,,,Fire/Smoke Alarm,451R,18X11,LT 63 BLK 3 BROOK-WOODS ESTATES,Exclusive Right to Sell/Lease,329000,For Sale,20X12,,"Corner, Subdivision Lot","13,500 Sqft.1,254(m_)  /Appraisal District",3525308 (HAR),,No/$0,Oak Forest West Area,,,Master Bath Shower Only,,"$297,375",,"14,400",$160.67,"1,941",1955,No,,,,$205 - $439 K,,No/$0,Gas Oven,http://www.har.com/4401-brookwoods-dr/sale_3525308,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Formal Dining,",169,TX,,1,,Traditional,Brook-Woods Estates View subdivision price trend,BROOK WOODS ESTATES,2.52856,"$6,030/2016",,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",1950   / Appraisal District,77092,599781e3e2bac857a024b6ad,,,
,12x11,,11x10,,,,,,1019 E 14th St,,,1.43,2.46,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,95689(m_)  /Appraisal District,,Houston,No,"Electric Dryer Connections, Washer Connections",Manned Gate,Central Electric,LAMINATE,Harris County,77009,,13x11,No,No,,,Other,,,"Cash Sale, Conventional, Investor",,,,Block & Beam,,,,Auto Garage Door Opener,1 / Detached,No,Central Gas,,,,,,453X,13x13,LT 16 BLK 116 NORTH NORHILL,Exclusive Right to Sell/Lease,340000,For Sale,13x12,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",81943544 (HAR),,No/$0,Heights/Greater Heights,,,,,"$366,857",,"5,000",$334.60,"1,185",1928,No,,,,$280 - $482 K,,No/$0,,http://www.har.com/1019-e-14th-st/sale_81943544,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Kitchen/Dining Combo,",530,TX,,1,,Traditional,North Norhill View subdivision price trend,NORTH NORHILL,2.52856,"$8,039/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1920   / Appraisal District,77009,599781e3e2bac857a024b6ae,,,
,13x18,,11x12,,13x12,,,,5248 Larkin St  A,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Refrigerator, Washer Connections",No,2.99,2.95,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),9x7,"2,258210(m_)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,14x11,Yes,Yes,Ceiling Fans,"Balcony, Fenced",Stucco,,,"Cash Sale, Conventional, FHA",,"Tile, Wood",,Slab,South,,,,2 / Attached,,Central Gas,,,,,,492C,12x14,LT 5 BLK 1 LARKIN LANDING R/P,Exclusive Right to Sell/Lease,349900,For Sale,16x15,,On Corner,"1,651 Sqft.153(m_)  /Appraisal District",55398311 (HAR),"Limited Access Gates, Grounds",$ 550 / ANNUALLY,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower",,"$363,000",,"2,688",$170.68,"2,283",2007,No,,,,$194 - $486 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/5248-larkin-st--a/sale_55398311,,,,,0,No,,Townhouse / Condo,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Breakfast Room, Formal Dining, Living/Dining Combo, Living Area - 2nd Floor,","1,149",TX,,3,,Traditional,Larkin Landing View subdivision price trend,COTTAGE GROVE,2.52856,"$8,850/2016",A,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2007   / Appraisal District,77007,599781e3e2bac857a024b6af,,,
,14x12,,10x12,,10x12,,,,5226 Georgi Ln,,No,2.07,3.05,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,760164(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77092,,10x11,Yes,Yes,,,Brick & Wood,,,"Cash Sale, Conventional",,,,Slab,,,,,2 / Attached,No,Central Gas,,,,,,451L,12x11,LT 1 BLK 1 MANGUM MANOR SEC 3,Exclusive Right to Sell/Lease,355000,For Sale,22x16,,Corner,"7,474 Sqft.694(m_)  /Appraisal District",18417447 (HAR),,$25,Oak Forest West Area,,,,,"$200,909",,"7,567",$159.87,"1,584",1959,Yes,,,,$169 - $262 K,,No/$0,Convection Oven,http://www.har.com/5226-georgi-ln/sale_18417447,,,,,0,No,,Single Family,,Electric Range,Composition,"1 Living Area, Den, Formal Dining, Kitchen/Dining Combo, Family Room,",411,TX,,1,,Ranch,Mangum Manor View subdivision price trend,MANGUM MANOR,2.52856,"$5,873/2016",,,,,,,,,,,,,,,,,,Water District,1962   / Appraisal District,77092,599781e3e2bac857a024b6b0,,,
,14x16,,10x14,,9x10,,,,5214 Blossom St  E,"Washer Included, Dryer Included, Refrigerator",No,3.27,2.93,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,980184(m_)  /Appraisal District",,Houston,,,,Central Gas,,Harris County,77007,,,,,"Ceiling Fans, Insulation - Other, Other Energy Features","Patio/Deck, Balcony, Fenced, Side Green Space",Aluminum,,,VA,1 / Gaslog Fireplace,Wood,,Slab,West,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Refrigerator Included, Fire/Smoke Alarm",492L,19x8,LT 6 DAVIS ACRES II,Exclusive Right to Sell/Lease,355000,For Sale,20x20,,On Corner,"1,400 Sqft.130(m_)  /Appraisal District",57358944 (HAR),Grounds,$ 600 / ANNUALLY,Rice Military/Washington Corridor,,,Master Bath Shower Only,,"$445,000",,"2,500",$197.44,"2,400",1999,,,,,$278 - $725 K,,No/$0,"Double Oven, Gas Oven",http://www.har.com/5214-blossom-st--e/sale_57358944,,Auto Garage Door Opener,,,0,No,,Townhouse / Condo,,Gas Range,Aluminum,"Den, Living/Dining Combo, Living Area - 2nd Floor,",341,TX,,3,,Contemporary/Modern,Davis Acres 02 View subdivision price trend,RICE MILITARY,2.52856,"$8,916/2016",E,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1998   / Appraisal District,77007,599781e3e2bac857a024b6b1,,,
