,Start_Dt,End_Dt,count,Start_Price,End_Price,Price_Change,Price_Change_Pct,Time_Change,Page_Link,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
1527,2017-08-20,2017-08-20,1,445000,445000,0,0.0,0.0,http://www.har.com/910b-w-18th-st/sale_57820434,,15X21,,13X14,,12X13,,,,910B W 18th St,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"2,400223(m_)  /Builder",,Houston,,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Marble,Harris County,,,12X16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Partially Fenced, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Stone, Stucco",12X23,,"Cash Sale, Conventional, FHA",1 / Freestanding,"Tile, Wood, Carpet",,"Pier & Beam, Slab",East,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",245.0,942.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,12X15,Lot 2 Block 1 White Oak Village,Exclusive Right to Sell/Lease,445000.0,For Sale,15X16,,Subdivision Lot,"1,769 Sqft.164(m_)  /Survey",57820434 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Convection Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,10X14,Contemporary/Modern,Houston Heights,,2.57,,,,,,,,,,,,,,,Utility Rm in House,8X8,,,"Public Sewer, Public Water",2016   / Builder,77008.0,5933372ee2bac83b34e52fd2,,,
1528,2017-08-20,2017-08-20,1,445000,445000,0,0.0,0.0,http://www.har.com/910c-w-18th-st/sale_68976814,,15X21,,13X14,,12X13,,,,910C W 18th St,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"2,400223(m_)  /Builder",,Houston,,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Marble,Harris County,,,12X16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Partially Fenced, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Stone, Stucco",12X23,,"Cash Sale, Conventional, FHA",1 / Freestanding,"Tile, Wood, Carpet",,"Pier & Beam, Slab",East,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",245.0,942.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,12X15,Lot 3 Block 1 White Oak Village,Exclusive Right to Sell/Lease,445000.0,For Sale,15X16,,Subdivision Lot,"1,769 Sqft.164(m_)  /Survey",68976814 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Convection Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,10X14,Contemporary/Modern,Houston Heights,,2.57,,,,,,,,,,,,,,,Utility Rm in House,8X8,,,"Public Sewer, Public Water",2016   / Builder,77008.0,5933372ee2bac83b34e52fd4,,,
1529,2017-06-10,2017-06-10,1,458000,458000,0,0.0,0.0,http://www.har.com/910e-w-18th-st/sale_36344587,,15X21,,13X14,,12X13,,,,910E W 18th St,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"2,400223(m_)  /Builder",,Houston,,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Marble,Harris County,,,12X16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Partially Fenced, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Stone, Stucco",,,"Cash Sale, Conventional, FHA",1 / Freestanding,"Tile, Wood, Carpet",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",245.0,942.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,12X15,Lot 5 Block 1 White Oak Village,Exclusive Right to Sell/Lease,458000.0,For Sale,15X16,,Subdivision Lot,"1,761 Sqft.164(m_)  /Survey",36344587 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Convection Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,10X14,Contemporary/Modern,Houston Heights,,2.57,,,,,,,,,,,,,,,Utility Rm in House,8X8,,,"Public Sewer, Public Water",2016   / Builder,77008.0,5933372ee2bac83b34e53027,,,
1530,2017-06-11,2017-06-11,1,500000,500000,0,0.0,0.0,http://www.har.com/911-arlington-st/sale_55400134,,16X14,,14X14,,,,,Driveway Gate,911 Arlington St,,No,2.56,3.1,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),12X10,"1,316122(m_)  /Seller",Detached Carport,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Tile,Harris County,77008.0,,16X14,Yes,Yes,Radiant Attic Barrier,"Fully Fenced, Patio/Deck, Satellite Dish, Sprinkler System, Storage Shed",Wood,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Block & Beam,East,,,,2 / Detached,No,Central Gas,,,,,Alarm System - Owned,493A,16X14,LT 10 BLK 228 HOUSTON HEIGHTS,Exclusive Right to Sell/Lease,500000.0,For Sale,16X14,,"Subdivision Lot, Wooded","6,600 Sqft.613(m_)  /Appraisal District",55400134 (HAR),,No/$0,Heights/Greater Heights,,,"Two Master Baths, Tub with Shower, Whirlpool/Tub",,"$488,398",,"6,600",$259.55,"1,908",1935.0,Yes,,,,$284 - $900 K,,No/$0,Gas Oven,Additional Parking,,,,0.0,No,,Single Family,,Electric Range,Composition,"1 Living Area, Breakfast Room, Formal Dining, Formal Living,","3,887",TX,,1,,Victorian,TEN TWELVE HEIGHTS BLVD PATI View subdivision price trend,HOUSTON HEIGHTS,2.52923,"$13,222/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1921   / Appraisal District,77008.0,5938be51e2bac83034fa66e2,,,
1531,2017-08-22,2017-08-22,1,309999,309999,0,0.0,0.0,http://www.har.com/911-e-32nd-st/sale_53137395,,18x13,,15x8,,15x8,,,,911 E 32nd St,,No,1.37,2.59,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,450135(m_)  /Builder",,Houston,No,,,Central Electric,,Harris County,77022.0,,,Yes,Yes,,"Fully Fenced, Back Yard, Back Yard Fenced",Cement Board,,,,,,,Pier & Beam,,17x8,,,,No,Central Gas,,,,,,453N,13x9,LT 18 BLK 12 MCCOMB L B,Exclusive Right to Sell/Lease,309999.0,For Sale,13x9,,Subdivision Lot,"4,000 Sqft.372(m_)  /Appraisal District",53137395 (HAR),,No/$0,Northwest Houston,,,,,"$48,847",,"4,000",$51.58,"1,120",1940.0,Yes,,,,$31 - $98 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,134,TX,,1,,Traditional,Mccomb L B View subdivision price trend,MCCOMB L B,2.5285599999999997,$793/2016,,,,,,,,,,,,,,,,,,Public Water,2017   / Builder,77022.0,5933372ee2bac83b34e52cf8,,,
1532,2017-07-11,2017-07-11,1,287500,287500,0,0.0,0.0,http://www.har.com/912-graceland-st/sale_27787824,,10X11,,9X9,,9X10,9X10,,,912 Graceland St,,,1.62,2.76,,,,,,,,,,2 Full  Bath(s),,4 Bedroom(s),,"1,426132(m_)  /Appraisal District",Attached Carport,Houston,,,,Central Electric,,Harris County,77009.0,,10X9,,,,,Aluminum,,,"Cash Sale, Conventional, FHA, Investor, Other",,,,Block & Beam,,,,,2 / Attached,No,Central Gas,,,,,,453V,5X7,LT 6 & TRS 5 & 7A BLK 16 LINDALE PARK SEC 3,Exclusive Right to Sell/Lease,287500.0,For Sale,12X12,,Subdivision Lot,"10,600 Sqft.985(m_)  /Appraisal District",27787824 (HAR),,No/$0,Northside,,,,,"$198,786",,"7,950",$178.15,"1,406",1940.0,,,,,$148 - $275 K,,No/$0,Freestanding Oven,,,,,0.0,No,,Single Family,,Gas Range,Aluminum,,"1,093",TX,,2,,Traditional,Lindale Park Sec 03 View subdivision price trend,LINDALE PARK,2.53516,"$4,522/2016",,,,,,,,,,,,,,,7X9,,,"Public Sewer, Public Water",1940   / Appraisal District,77009.0,5933372ee2bac83b34e52cb5,,,
1533,2017-08-08,2017-08-08,1,379900,379900,0,0.0,0.0,http://www.har.com/912-northwood-st/sale_62512195,,11x12,,12x12,,15x26,16x20,,,912 Northwood St,,,1.69,2.71,,,,,,,,,,3 Full  Bath(s),,3 - 4 Bedroom(s),,"2,200204(m_)  /Appraisal District",Attached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77009.0,,13x14,Yes,Yes,,Fully Fenced,Wood,,,"Cash Sale, Conventional, Investor",,"Laminate, Carpet",,Pier & Beam,,,,,,No,Central Gas,,,,,,453X,13x11,LT 1 BLK 110 BROOKE SMITH,Exclusive Right to Sell/Lease,379900.0,For Sale,13x14,,"Corner, Subdivision Lot","5,000 Sqft.465(m_)  /Appraisal District",62512195 (HAR),,No/$0,Heights/Greater Heights,,,,,"$238,409",,"5,000",$236.32,"1,204",1926.0,No,,,,$154 - $445 K,,No/$0,Convection Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,,803,TX,,1.5,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.5285599999999997,"$4,727/2016",,,,,,,,,,,,,,Utility Rm in House,9x16,,,"Public Sewer, Public Water",1920   / Appraisal District,77009.0,5933372ee2bac83b34e52e39,,,
1534,2017-08-01,2017-08-01,1,419000,419000,0,0.0,0.0,http://www.har.com/912-w-w-25th-st-unit-1/sale_7098294,,16x14,,12x12,,12x10,,,,912 W W 25th St Unit: 1,,No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,412224(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Silestone,Harris County,77008.0,,15x11,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Insulation - Batt","Partially Fenced, Sprinkler System, Back Green Space, Porch, Covered Patio/Deck","Cement Board, Stone, Stucco",12x9,,"Cash Sale, Conventional, FHA, VA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",,,,,"Alarm System - Owned, Breakfast Bar, Dryer Included, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Washer Included, Drapes/Curtains/Window Cover",452U,17x10,LT 1 BLK 1 VILLAS AT 25TH STREET,Exclusive Right to Sell/Lease,429000.0,For Sale,23x16,,"Corner, Subdivision Lot","1,963 Sqft.182(m_)  /Appraisal District",7098294 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$336,743",,"7,685",$167.83,"1,368",1950.0,Yes,,,,$188 - $529 K,,No/$0,"Double Oven, Electric Oven",,,,,0.0228,No,,Single Family,,Gas Cooktop,Composition,"Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",449,TX,,3,15x7,"Traditional, Mediterranean",Villas/25th Street View subdivision price trend,SHADY ACRES,2.5285599999999997,"$9,010/2016",,,,,,,,,,,,,,Utility Room 1st Floor,6x6,,,"Public Sewer, Public Water",2007   / Seller,77008.0,5933372ee2bac83b34e52f78,,,
1535,2017-08-14,2017-08-14,1,549900,549900,0,0.0,0.0,http://www.har.com/913-a-lawrence-st/sale_62886494,,19X16,,14X11,,13X12,,,,913-A Lawrence St,,Yes,2.56,3.1,,,,,,,,,,2 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"2,503233(m_)  /Appraisal",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",,Harris County,77008.0,,16X11,Yes,Yes,"Radiant Attic Barrier, Insulation - Spray-Foam, Insulation - Other","Patio/Deck, Subdivision Tennis Court, Back Yard, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional",,"Stone, Wood",,Slab,East,19X14,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,"Central Gas, Zoned",,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",,14X13,LT 8 BLK 4 HARDING HEIGHTS 2ND AMEND,Exclusive Right to Sell/Lease,559900.0,For Sale,20X16,,Subdivision Lot,"2,773 Sqft.258(m_)  /Appraisal District",62886494 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$488,398",,"6,600",$259.55,"1,908",1935.0,Yes,,,,$284 - $900 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Formal Dining, Gameroom Up, Family Room,","3,887",TX,,2,,Traditional,HOUSTON HEIGHTS View subdivision price trend,HOUSTON HEIGHTS,2.5285599999999997,"$12,762/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,7X5,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,593f3338e2bac82d607c3cb9,,,
1536,2017-08-08,2017-08-08,1,534900,534900,0,0.0,0.0,http://www.har.com/914-bethlehem-st/sale_96857144,,15X13,,14X11,,11X11,15X11,,,914 Bethlehem St,,,2.58,3.69,,,,,,,,,,2 Full  Bath(s),,4 Bedroom(s),12X9,"2,574239(m_)  /Appraisal District",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77018.0,24X16,12X11,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Blown Fiberglass, Wind Turbine","Partially Fenced, Sprinkler System, Back Yard, Back Green Space, Porch, Covered Patio/Deck, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, VA, USDA Loan","1 / Gas Connections, Wood Burning Fireplace","Wood, Carpet",,Slab,West,,,"Additional Parking, Auto Garage Door Opener",2 / Detached,No,Central Gas,,,,,"Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",452G,12X12,LT 20 BLK 12 CANDLELIGHT PLAZA SEC 1,Exclusive Right to Sell/Lease,549900.0,For Sale,19X12,,"Subdivision Lot, Wooded","8,820 Sqft.819(m_)  /Appraisal District",96857144 (HAR),,Voluntary/$0,Shepherd Park Plaza Area,,,"Double Sinks, Master Bath Shower Only",,"$363,267",,"8,300",$181.55,"2,343",1966.0,Yes,,,,$318 - $481 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Breakfast Room, Den, Study/Library,",306,TX,,1,13X9,Traditional,Candlelight Plaza View subdivision price trend,CANDLELIGHT PLAZA,2.5285599999999997,"$11,622/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1967   / Appraisal District,77018.0,5939eda0e2bac83a447e9b80,,,
1537,2017-07-15,2017-07-15,1,379000,379000,0,0.0,0.0,http://www.har.com/915-reinicke-st/sale_13795395,,17X29,,12X14,,11X12,,,,915 Reinicke St,,No,3.54,2.92,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,571239(m_)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007.0,,12X14,Yes,Yes,"Ceiling Fans, Digital Program Thermostat",Patio/Deck,"Cement Board, Stucco",,,,1 / Gaslog Fireplace,"Laminate, Tile, Wood, Carpet",,Slab,,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm",492G,,LT 2 BLK 1 REINICKE SQUARE SEC 1 AMEND,Exclusive Right to Sell/Lease,389000.0,For Sale,17X21,,,"1,656 Sqft.154(m_)  /Appraisal District",13795395 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$428,412",$0.00,"1,725",,"2,457",2000.0,Yes,,,,$345 - $474 K,,No/$0,Gas Oven,,,,,0.0251,No,,Townhouse / Condo,,,Composition,"Breakfast Room, Formal Dining, Formal Living, Living Area - 2nd Floor,",13,TX,,3,,Traditional,Reinicke Square Sec 01 Amd View subdivision price trend,REINICKE SQUARE,2.5285599999999997,"$11,100/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2000   / Appraisal District,77007.0,5933372ee2bac83b34e52e79,,,
1538,2017-08-04,2017-08-04,1,449900,449900,0,0.0,0.0,http://www.har.com/916-lawrence--b/sale_17915438,,18x11,,11x10,,11x10,,,"Driveway Gate, Automatic Gate",916 Lawrence  B,,No,2.29,2.8,"$2,215",$1.45,"$586,516",,$264.35,,"2,296",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,464229(m_)  /Appraisal District",,Houston,No,Washer Connections,,"Central Electric, Zoned",Granite,Harris County,,,16x10,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans",Patio/Deck,Cement Board,17x13,,"Cash Sale, Conventional",1 / Gaslog Fireplace,Wood,,Slab,South,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",275.0,963.0,,,"Alarm System - Owned, Refrigerator Included, Drapes/Curtains/Window Cover",492D,19x10,LT 2 BLK 1 PRINCETON HEIGTHS,Exclusive Right to Sell/Lease,449900.0,For Sale,21x18,,Patio Lot,"1,425 Sqft.132(m_)  /Appraisal District",17915438 (HAR),,$ 240 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Electric Oven,Auto Garage Door Opener,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,Kitchen/Dining Combo,,TX,,2,,Traditional,Heights,,2.5285599999999997,"$9,861/2016",B,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2007   / Appraisal District,77008.0,593f3338e2bac82d607c3cb6,,,
1539,2017-08-22,2017-08-22,1,529000,529000,0,0.0,0.0,http://www.har.com/916-omar-st/sale_39342351,,18x13,,13x10,,,,,,916 Omar St,,No,2.09,2.89,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),,"1,482138(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Granite,Harris County,77009.0,,13x7,Yes,Yes,"Ceiling Fans, Digital Program Thermostat","Patio/Deck, Back Yard, Back Yard Fenced","Wood, Cement Board",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Wood",,Pier & Beam,North,,,Auto Driveway Gate,,No,Central Gas,,,,,"Alarm System - Owned, Dryer Included, Refrigerator Included, Fire/Smoke Alarm, Washer Included",493B,18x10,LT 5 BLK 5 WOODSON PLACE,Exclusive Right to Sell/Lease,529000.0,For Sale,18x13,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",39342351 (HAR),,No/$0,Heights/Greater Heights,,,Master With Tub,,"$470,334",,"6,000",$300.35,"1,475",1925.0,No,,,,$344 - $923 K,,No/$0,"Double Oven, Electric Oven",,,,,0.0,Yes,In Ground,Single Family,,Gas Cooktop,Composition,1 Living Area,190,TX,,1,,Traditional,Woodland Heights View subdivision price trend,WOODSON PLACE,2.53516,"$12,477/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1920   / Appraisal District,77009.0,5983ba42e2bac83c2c8a8853,,,
1540,2017-07-20,2017-07-20,1,229900,229900,0,0.0,0.0,http://www.har.com/917-milwaukee/sale_99626468,,15x12,,11x11,,11x10,,,,917 Milwaukee,,,1.62,2.76,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),9x9,"1,239115(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77009.0,17x12,,Yes,Yes,,,Brick & Wood,,,,,"Tile, Wood",,Slab,,,,,2 / Attached,No,Central Electric,,,,,,,11x9,LOT 39; TR 38; BLK 12,Exclusive Right to Sell/Lease,229900.0,For Sale,,,Subdivision Lot,,99626468 (HAR),,No/$0,Northside,,,,,"$198,786",,"7,950",$178.15,"1,406",1940.0,Yes,,,,$148 - $275 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Electric Range,Composition,1 Living Area,"1,093",TX,,1,,Traditional,LINDALE PARK SEC 2 View subdivision price trend,LINDALE PARK,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1935   / Appraisal District,77009.0,596ea8d6e2bac831a8fd7cbd,,,
1541,2017-08-08,2017-08-08,1,329000,329000,0,0.0,0.0,http://www.har.com/918-lester-st/sale_21795364,,15x12,,13x10,,,,,,918 Lester St,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,3.09,2.55,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),,"1,752163(m_)  /Appraisal District",,Houston,No,,"Automatic Driveway Gate, Intercom",Central Electric,Granite,Harris County,77007.0,,23x11,Yes,Yes,"Ceiling Fans, Digital Program Thermostat","Patio/Deck, Back Yard, Controlled Access","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Wood, Carpet, Slate",,Slab,North,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Fire/Smoke Alarm",492G,13x11,LT 8 & TRS 4B & 5A BLK 1 COURTYARDS AT LILLIAN SEC 2 THE COU,Exclusive Right to Sell/Lease,329000.0,For Sale,23x11,,,"1,961 Sqft.182(m_)  /Appraisal District",21795364 (HAR),"Limited Access Gates, Grounds, Water and Sewer",$ 1500 / ANNUALLY,Rice Military/Washington Corridor,,,Double Sinks,,"$421,536",$0.00,"2,351",,"2,412",2004.0,Yes,,,,$336 - $480 K,,No/$0,Gas Oven,,Auto Garage Door Opener,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,Kitchen/Dining Combo,22,TX,,3,,Traditional,Courtyards at Lillian View subdivision price trend,THE COURTYARDS AT LILLIAN,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2004   / Appraisal District,77007.0,596962fde2bac81874343e9a,,,
1542,2017-07-18,2017-07-18,1,329900,329900,0,0.0,0.0,http://www.har.com/919-reinicke-st/sale_37247569,,17x12,,14x10,,15x10,,,,919 Reinicke St,,No,3.54,2.92,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,858173(m_)  /Appraisal District",,Houston,,,,Central Electric,granite/Avanza stone,Harris County,77007.0,,12x9,Yes,Yes,Ceiling Fans,,"Cement Board, Stucco",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar",492G,10x10,LT 4 BLK 1 REINICKE SQUARE SEC 1 AMEND,Exclusive Right to Sell/Lease,339900.0,For Sale,17x14,,Cul-De-Sac,"1,520 Sqft.141(m_)  /Appraisal District",37247569 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$428,412",$0.00,"1,725",,"2,457",2000.0,Yes,,,,$345 - $474 K,,No/$0,Freestanding Oven,Auto Garage Door Opener,,,,0.0,No,,Townhouse / Condo,,Freestanding Range,Composition,"1 Living Area, Breakfast Room, Kitchen/Dining Combo, Living Area - 2nd Floor,",13,TX,,3,,Other Style,Reinicke Square Sec 01 Amd View subdivision price trend,REINICKE SQUARE,2.5285599999999997,"$9,870/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2000   / Appraisal District,77007.0,594c621ae2bac81be467c70f,,,
1543,2017-07-20,2017-07-20,1,200000,200000,0,0.0,0.0,http://www.har.com/920-thornton-rd/sale_98814991,,,,,,,,,,920 Thornton Rd,,,1.56,2.62,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,91085(m_)  /Appraisal District,,Houston,,,,Central Electric,,Harris County,77018.0,,,,,,,Wood,,,,,,,Block & Beam,,,,,,No,Central Electric,,,,,,,,Lowell,Exclusive Agency to Sell/Lease,200000.0,For Sale,,,Subdivision Lot,"12,376 Sqft.1,150(m_)  /Appraisal District",98814991 (HAR),,No/$0,Shepherd Park Plaza Area,,,,,"$140,235",$0.00,"11,016",,"1,178",1941.0,,,,,$95 - $230 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,76,TX,,1,,Traditional,Lowell Heights View subdivision price trend,LOWELL HEIGHTS,,,,,,,,,,,,,,,,,,,,Public Water,1930   / Appraisal District,77018.0,596ab465e2bac837f8b3b857,,,
