,Distinction,Home,Index_Rating,School,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,_id,distinction_yes,index_1,index_2,index_3,index_4
5767,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2661-fountain-key-blv/sale_78915430,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",267,267.0,,598e468be2bac83d5c57585e,1.0,1.0,1.0,1.0,1.0
5768,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2661-fountain-key-blv/sale_78915430,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",268,268.0,,598e468be2bac83d5c57585f,1.0,1.0,1.0,1.0,1.0
5769,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2661-fountain-key-blv/sale_78915430,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",269,269.0,,598e468be2bac83d5c575860,1.0,1.0,1.0,1.0,1.0
5770,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1135-w-18th-st/sale_23376169,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",270,270.0,,598e468be2bac83d5c575861,1.0,1.0,1.0,1.0,1.0
5771,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1135-w-18th-st/sale_23376169,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",271,271.0,,598e468be2bac83d5c575862,1.0,1.0,1.0,1.0,1.0
5772,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1135-w-18th-st/sale_23376169,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",272,272.0,,598e468be2bac83d5c575863,1.0,1.0,1.0,1.0,1.0
5773,['Progress Distinction'],http://www.har.com/5800-lumberdale-rd-26/sale_23641482,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Ermel Elementary School Elementary  KG  04  ALDINE ISD
                  
                   
                ",273,273.0,,598fc993e2bac82858473c20,1.0,1.0,1.0,1.0,1.0
5774,[],http://www.har.com/5800-lumberdale-rd-26/sale_23641482,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hoffman Middle School Middle  06  08  ALDINE ISD
                  
                   
                ",274,274.0,,598fc993e2bac82858473c21,,,1.0,1.0,1.0
5775,[],http://www.har.com/5800-lumberdale-rd-26/sale_23641482,"['Met Index 2', 'Met Index 4']","
                  Eisenhower High School High  09  12  ALDINE ISD
                  
                   
                ",275,275.0,,598fc993e2bac82858473c22,,,1.0,,1.0
5776,[],http://www.har.com/1433-cedar-post-ln-7/sale_18657490,"['Met Index 2', 'Met Index 4']","
                  Woodview Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",276,276.0,,598fc993e2bac82858473c23,,,1.0,,1.0
5777,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1433-cedar-post-ln-7/sale_18657490,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",277,277.0,,598fc993e2bac82858473c24,1.0,1.0,1.0,1.0,1.0
5778,"['Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1433-cedar-post-ln-7/sale_18657490,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Woods High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",278,278.0,,598fc993e2bac82858473c25,1.0,1.0,1.0,1.0,1.0
5779,['Progress Distinction'],http://www.har.com/5801-lumberdale-rd-164/sale_28673571,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Ermel Elementary School Elementary  KG  04  ALDINE ISD
                  
                   
                ",279,279.0,,598fc993e2bac82858473c26,1.0,1.0,1.0,1.0,1.0
5780,[],http://www.har.com/5801-lumberdale-rd-164/sale_28673571,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hoffman Middle School Middle  06  08  ALDINE ISD
                  
                   
                ",280,280.0,,598fc993e2bac82858473c27,,,1.0,1.0,1.0
5781,[],http://www.har.com/5801-lumberdale-rd-164/sale_28673571,"['Met Index 2', 'Met Index 4']","
                  Eisenhower High School High  09  12  ALDINE ISD
                  
                   
                ",281,281.0,,598fc993e2bac82858473c28,,,1.0,,1.0
5782,['Progress Distinction'],http://www.har.com/6401-deihl-rd-703/sale_92274274,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Ermel Elementary School Elementary  KG  04  ALDINE ISD
                  
                   
                ",282,282.0,,598fc993e2bac82858473c29,1.0,1.0,1.0,1.0,1.0
5783,[],http://www.har.com/6401-deihl-rd-703/sale_92274274,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hoffman Middle School Middle  06  08  ALDINE ISD
                  
                   
                ",283,283.0,,598fc993e2bac82858473c2a,,,1.0,1.0,1.0
5784,[],http://www.har.com/6401-deihl-rd-703/sale_92274274,"['Met Index 2', 'Met Index 4']","
                  Eisenhower High School High  09  12  ALDINE ISD
                  
                   
                ",284,284.0,,598fc993e2bac82858473c2b,,,1.0,,1.0
5785,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/5812-langfield-rd-5812/sale_38574737,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Holbrook Elementary School Elementary  EE  05  CYPRESSFAIRBANKS ISD
                  
                   
                ",285,285.0,,598fc993e2bac82858473c2c,1.0,1.0,1.0,1.0,1.0
5786,[],http://www.har.com/5812-langfield-rd-5812/sale_38574737,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Dean Middle School Middle  06  08  CYPRESSFAIRBANKS ISD
                  
                   
                ",286,286.0,,598fc993e2bac82858473c2d,,1.0,1.0,1.0,1.0
5787,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5812-langfield-rd-5812/sale_38574737,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jersey Village High School High  09  12  CYPRESSFAIRBANKS ISD
                  
                   
                ",287,287.0,,598fc993e2bac82858473c2e,1.0,1.0,1.0,1.0,1.0
5788,[],http://www.har.com/8102-amelia-rd-306/sale_41670583,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Ridgecrest Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",288,288.0,,598fc993e2bac82858473c2f,,1.0,1.0,1.0,1.0
5789,[],http://www.har.com/8102-amelia-rd-306/sale_41670583,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Landrum Middle School Middle  05  08  SPRING BRANCH ISD
                  
                   
                ",289,289.0,,598fc993e2bac82858473c30,,,1.0,1.0,1.0
5790,[],http://www.har.com/8102-amelia-rd-306/sale_41670583,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Northbrook High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",290,290.0,,598fc993e2bac82858473c31,,1.0,1.0,1.0,1.0
5791,[],http://www.har.com/3110-hadley-st/sale_30132565,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",291,291.0,,598fc993e2bac82858473c32,,,1.0,,1.0
5792,[],http://www.har.com/3110-hadley-st/sale_30132565,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",292,292.0,,598fc993e2bac82858473c33,,,1.0,,
5793,[],http://www.har.com/3110-hadley-st/sale_30132565,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",293,293.0,,598fc993e2bac82858473c34,,,1.0,1.0,1.0
5794,[],http://www.har.com/3112-mcilhenny-st/sale_3849423,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",294,294.0,,598fc993e2bac82858473c35,,,1.0,,1.0
5795,[],http://www.har.com/3112-mcilhenny-st/sale_3849423,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",295,295.0,,598fc993e2bac82858473c36,,,1.0,,
5796,[],http://www.har.com/3112-mcilhenny-st/sale_3849423,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",296,296.0,,598fc993e2bac82858473c37,,,1.0,1.0,1.0
5797,[],http://www.har.com/2708-winbern-st/sale_93148492,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",297,297.0,,598fc993e2bac82858473c38,,,1.0,,1.0
5798,[],http://www.har.com/2708-winbern-st/sale_93148492,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",298,298.0,,598fc993e2bac82858473c39,,,1.0,,
5799,[],http://www.har.com/2708-winbern-st/sale_93148492,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",299,299.0,,598fc993e2bac82858473c3a,,,1.0,1.0,1.0
5800,[],http://www.har.com/2810-rosedale-st/sale_15589223,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",300,300.0,,598fc993e2bac82858473c3b,,1.0,1.0,1.0,1.0
5801,[],http://www.har.com/2810-rosedale-st/sale_15589223,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",301,301.0,,598fc993e2bac82858473c3c,,,1.0,,
5802,[],http://www.har.com/2810-rosedale-st/sale_15589223,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",302,302.0,,598fc993e2bac82858473c3d,,,1.0,1.0,1.0
5803,"['Science Distinction', 'Post Secondary Distinction']",http://www.har.com/5005-georgi-ln-72/sale_18211044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Wainwright Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",303,303.0,,598fc993e2bac82858473c3e,1.0,1.0,1.0,1.0,1.0
5804,['Reading/ELA Distinction'],http://www.har.com/5005-georgi-ln-72/sale_18211044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",304,304.0,,598fc993e2bac82858473c3f,1.0,1.0,1.0,1.0,1.0
5805,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/5005-georgi-ln-72/sale_18211044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",305,305.0,,598fc993e2bac82858473c40,1.0,1.0,1.0,1.0,1.0
5806,[],http://www.har.com/3811-drew-st/sale_17943842,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",306,306.0,,598fc993e2bac82858473c41,,,1.0,,1.0
5807,[],http://www.har.com/3811-drew-st/sale_17943842,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",307,307.0,,598fc993e2bac82858473c42,,,1.0,,
5808,[],http://www.har.com/3811-drew-st/sale_17943842,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",308,308.0,,598fc993e2bac82858473c43,,,1.0,1.0,1.0
5809,[],http://www.har.com/4320-allen-st/sale_60953378,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",309,309.0,,598fc993e2bac82858473c44,,1.0,1.0,1.0,1.0
5810,[],http://www.har.com/4320-allen-st/sale_60953378,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",310,310.0,,598fc993e2bac82858473c45,,1.0,1.0,1.0,1.0
5811,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4320-allen-st/sale_60953378,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",311,311.0,,598fc993e2bac82858473c46,1.0,1.0,1.0,1.0,1.0
5812,[],http://www.har.com/6669-limestone-st/sale_94618004,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Bane Elementary School Elementary  PK  05  CYPRESSFAIRBANKS ISD
                  
                   
                ",312,312.0,,598fc993e2bac82858473c47,,1.0,1.0,1.0,1.0
5813,[],http://www.har.com/6669-limestone-st/sale_94618004,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Dean Middle School Middle  06  08  CYPRESSFAIRBANKS ISD
                  
                   
                ",313,313.0,,598fc993e2bac82858473c48,,1.0,1.0,1.0,1.0
5814,"['Social Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/6669-limestone-st/sale_94618004,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Cypress Ridge High School High  09  12  CYPRESSFAIRBANKS ISD
                  
                   
                ",314,314.0,,598fc993e2bac82858473c49,1.0,1.0,1.0,1.0,1.0
5815,[],http://www.har.com/1403-blalock-rd-18/sale_53105055,"['Met Index 2', 'Met Index 4']","
                  Woodview Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",315,315.0,,598fc993e2bac82858473c4a,,,1.0,,1.0
5816,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1403-blalock-rd-18/sale_53105055,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",316,316.0,,598fc993e2bac82858473c4b,1.0,1.0,1.0,1.0,1.0
5817,"['Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1403-blalock-rd-18/sale_53105055,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Woods High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",317,317.0,,598fc993e2bac82858473c4c,1.0,1.0,1.0,1.0,1.0
5818,[],http://www.har.com/3104-delano-st/sale_40611704,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",318,318.0,,598fc993e2bac82858473c4d,,,1.0,,1.0
5819,[],http://www.har.com/3104-delano-st/sale_40611704,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",319,319.0,,598fc993e2bac82858473c4e,,,1.0,,
5820,[],http://www.har.com/3104-delano-st/sale_40611704,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",320,320.0,,598fc993e2bac82858473c4f,,,1.0,1.0,1.0
5821,"['Math Distinction', 'Progress Distinction']",http://www.har.com/6205-peg-st/sale_84693736,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Benbrook Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",321,321.0,,598fc993e2bac82858473c50,1.0,1.0,1.0,1.0,1.0
5822,['Reading/ELA Distinction'],http://www.har.com/6205-peg-st/sale_84693736,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",322,322.0,,598fc993e2bac82858473c51,1.0,1.0,1.0,1.0,1.0
5823,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/6205-peg-st/sale_84693736,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",323,323.0,,598fc993e2bac82858473c52,1.0,1.0,1.0,1.0,1.0
5824,[],http://www.har.com/1416-springrock-ln-3/sale_48752980,"['Met Index 2', 'Met Index 4']","
                  Woodview Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",324,324.0,,598fc993e2bac82858473c53,,,1.0,,1.0
5825,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1416-springrock-ln-3/sale_48752980,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",325,325.0,,598fc993e2bac82858473c54,1.0,1.0,1.0,1.0,1.0
5826,"['Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1416-springrock-ln-3/sale_48752980,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Woods High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",326,326.0,,598fc993e2bac82858473c55,1.0,1.0,1.0,1.0,1.0
5827,[],http://www.har.com/2821-holman-st/sale_37109840,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",327,327.0,,598fc993e2bac82858473c56,,,1.0,,1.0
5828,[],http://www.har.com/2821-holman-st/sale_37109840,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",328,328.0,,598fc993e2bac82858473c57,,,1.0,,
5829,[],http://www.har.com/2821-holman-st/sale_37109840,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",329,329.0,,598fc993e2bac82858473c58,,,1.0,1.0,1.0
5830,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1411-wheeler-st/sale_5365479,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",330,330.0,,598fc993e2bac82858473c59,1.0,1.0,1.0,1.0,1.0
5831,[],http://www.har.com/1411-wheeler-st/sale_5365479,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",331,331.0,,598fc993e2bac82858473c5a,,,1.0,,
5832,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1411-wheeler-st/sale_5365479,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",332,332.0,,598fc993e2bac82858473c5b,1.0,1.0,1.0,1.0,1.0
5833,"['Math Distinction', 'Progress Distinction']",http://www.har.com/6637-feldspar-st/sale_31068245,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Benbrook Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",333,333.0,,598fc993e2bac82858473c5c,1.0,1.0,1.0,1.0,1.0
5834,['Reading/ELA Distinction'],http://www.har.com/6637-feldspar-st/sale_31068245,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",334,334.0,,598fc993e2bac82858473c5d,1.0,1.0,1.0,1.0,1.0
5835,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/6637-feldspar-st/sale_31068245,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",335,335.0,,598fc993e2bac82858473c5e,1.0,1.0,1.0,1.0,1.0
5836,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/5826-black-gum-dr/sale_94204604,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Holbrook Elementary School Elementary  EE  05  CYPRESSFAIRBANKS ISD
                  
                   
                ",336,336.0,,598fc993e2bac82858473c5f,1.0,1.0,1.0,1.0,1.0
5837,[],http://www.har.com/5826-black-gum-dr/sale_94204604,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Dean Middle School Middle  06  08  CYPRESSFAIRBANKS ISD
                  
                   
                ",337,337.0,,598fc993e2bac82858473c60,,1.0,1.0,1.0,1.0
5838,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5826-black-gum-dr/sale_94204604,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jersey Village High School High  09  12  CYPRESSFAIRBANKS ISD
                  
                   
                ",338,338.0,,598fc993e2bac82858473c61,1.0,1.0,1.0,1.0,1.0
5839,[],http://www.har.com/3437-dennis-st/sale_84666736,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",339,339.0,,598fc993e2bac82858473c62,,,1.0,,1.0
5840,[],http://www.har.com/3437-dennis-st/sale_84666736,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",340,340.0,,598fc993e2bac82858473c63,,,1.0,,
5841,[],http://www.har.com/3437-dennis-st/sale_84666736,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",341,341.0,,598fc993e2bac82858473c64,,,1.0,1.0,1.0
5842,[],http://www.har.com/2508-southmore-blvd-6/sale_79493347,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",342,342.0,,598fc993e2bac82858473c65,,1.0,1.0,1.0,1.0
5843,[],http://www.har.com/2508-southmore-blvd-6/sale_79493347,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",343,343.0,,598fc993e2bac82858473c66,,,1.0,,
5844,[],http://www.har.com/2508-southmore-blvd-6/sale_79493347,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",344,344.0,,598fc993e2bac82858473c67,,,1.0,1.0,1.0
5845,[],http://www.har.com/2508-southmore-blvd-1/sale_864136,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",345,345.0,,598fc993e2bac82858473c68,,1.0,1.0,1.0,1.0
5846,[],http://www.har.com/2508-southmore-blvd-1/sale_864136,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",346,346.0,,598fc993e2bac82858473c69,,,1.0,,
5847,[],http://www.har.com/2508-southmore-blvd-1/sale_864136,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",347,347.0,,598fc993e2bac82858473c6a,,,1.0,1.0,1.0
5848,"['Math Distinction', 'Progress Distinction']",http://www.har.com/6351-limestone-st/sale_81682994,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Benbrook Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",348,348.0,,598fc993e2bac82858473c6b,1.0,1.0,1.0,1.0,1.0
5849,['Reading/ELA Distinction'],http://www.har.com/6351-limestone-st/sale_81682994,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",349,349.0,,598fc993e2bac82858473c6c,1.0,1.0,1.0,1.0,1.0
5850,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/6351-limestone-st/sale_81682994,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",350,350.0,,598fc993e2bac82858473c6d,1.0,1.0,1.0,1.0,1.0
5851,[],http://www.har.com/3205-rosalie-st/sale_54280447,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",351,351.0,,598fc993e2bac82858473c6e,,,1.0,,1.0
5852,[],http://www.har.com/3205-rosalie-st/sale_54280447,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",352,352.0,,598fc993e2bac82858473c6f,,,1.0,,
5853,[],http://www.har.com/3205-rosalie-st/sale_54280447,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",353,353.0,,598fc993e2bac82858473c70,,,1.0,1.0,1.0
5854,[],http://www.har.com/3414-hadley-st/sale_43879510,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",354,354.0,,598fc993e2bac82858473c71,,,1.0,,1.0
5855,[],http://www.har.com/3414-hadley-st/sale_43879510,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",355,355.0,,598fc993e2bac82858473c72,,,1.0,,
5856,[],http://www.har.com/3414-hadley-st/sale_43879510,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",356,356.0,,598fc993e2bac82858473c73,,,1.0,1.0,1.0
5857,[],http://www.har.com/3344-anita-st/sale_83338164,"['Met Index 2', 'Met Index 4']","
                  Blackshear Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",357,357.0,,598fc993e2bac82858473c74,,,1.0,,1.0
5858,[],http://www.har.com/3344-anita-st/sale_83338164,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",358,358.0,,598fc993e2bac82858473c75,,,1.0,,
5859,[],http://www.har.com/3344-anita-st/sale_83338164,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",359,359.0,,598fc993e2bac82858473c76,,,1.0,1.0,1.0
5860,['Science Distinction'],http://www.har.com/1311-antoine-dr-255/sale_64578961,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Housman Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",360,360.0,,598fc993e2bac82858473c77,1.0,1.0,1.0,1.0,1.0
5861,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1311-antoine-dr-255/sale_64578961,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",361,361.0,,598fc993e2bac82858473c78,1.0,1.0,1.0,1.0,1.0
